domain_name,agency_organization,maintaining_office,use_case,Type of government,Federal branch,state,comments,link,date_added,agency_type,branch,Domain Type,city,security_contact_email
njmedicalboard.gov,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",,,,NJ,,,,state,,State,Trenton,matthew.kraemer@njoag.gov
njmvc.gov,Non-Federal Agency,New Jersey Motor Vehicle Commission,,,,NJ,,,,state,,State,Trenton,(blank)
njoag.gov,Non-Federal Agency,"State of NJ, Office of the Attorney General",,,,NJ,,,,state,,State,Trenton,LPSSECOPS@NJOAG.GOV
njohsp.gov,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,,,NJ,,,,state,,State,Hamilton,(blank)
njoneapp.gov,Non-Federal Agency,Division of Family Development,,,,NJ,,,,state,,State,Trenton,(blank)
njpaad.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,,,NJ,,,,state,,State,Mercerville,(blank)
njsda.gov,Non-Federal Agency,New Jersey Schools Development Authority (NJSDA),,,,NJ,,,,state,,State,Trenton,security@njsda.gov
njsecurities.gov,Non-Federal Agency,New Jersey Bureau of Securities,,,,NJ,,,,state,,State,Trenton,LPSSECOPS@NJOAG.GOV
njseniorgold.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,,,NJ,,,,state,,State,Mercerville,(blank)
njshield.gov,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,,,,NJ,,,,state,,State,Hamilton,(blank)
njsnap-ed.gov,Non-Federal Agency,"New Jersey Department of Human Services, Division of Family Development",,,,NJ,,,,state,,State,Trenton,(blank)
njsnap.gov,Non-Federal Agency,Division of Family Development,,,,NJ,,,,state,,State,Trenton,(blank)
njsp.gov,Non-Federal Agency,"NJ Department of Law and Public Safety, Division of State Police",,,,NJ,,,,state,,State,Trenton,LPSSecOps@njoag.gov
njsrgold.gov,Non-Federal Agency,"NJ Department of Human Services, DoAS",,,,NJ,,,,state,,State,Mercerville,(blank)
njstart.gov,Non-Federal Agency,"Dept of Treasury, Division of Purchase and Property",,,,NJ,,,,state,,State,Trenton,(blank)
njvcco.gov,Non-Federal Agency,New Jersey Department of Law and Public Safety,,,,NJ,,,,state,,State,Trenton,njccic@cyber.nj.gov
nm.gov,Non-Federal Agency,State of New Mexico,,,,NM,,,,state,,State,Santa Fe,hostmaster@nm.gov
nmag.gov,Non-Federal Agency,New Mexico Attorey General's Office,,,,NM,,,,state,,State,Santa Fe,asmith@nmag.gov
nmcourts.gov,Non-Federal Agency,Judicial Information Division,,,,NM,,,,state,,State,Santa Fe,security@nmcourts.gov
nmdataxchange.gov,Non-Federal Agency,Judicial Information Division,,,,NM,,,,state,,State,Santa Fe,security@nmcourts.gov
nmijudiciary.gov,Non-Federal Agency,NMI Judiciary,,,,MP,,,,state,,State,Saipan,michael.villacrusis@nmijudiciary.com
nmlegis.gov,Non-Federal Agency,NM-Legislative Council Service,,,,NM,,,,state,,State,Santa Fe,Mark.Guillen@nmlegis.gov
nmsto.gov,Non-Federal Agency,New Mexico State Treasurer's Office,,,,NM,,,,state,,State,Santa Fe,paul.madrid@sto.nm.gov
noexcusesc.gov,Non-Federal Agency,South Carolina State Election Commission,,,,SC,,,,state,,State,Columbia,bleach@elections.sc.gov
nomasfraudecolorado.gov,Non-Federal Agency,Colorado Department of Law,,,,CO,,,,state,,State,Denver,secops@coag.gov
north-dakota.gov,Non-Federal Agency,"State of ND, ITD",,,,ND,,,,state,,State,Bismarck,itsecur@nd.gov
northcarolina.gov,Non-Federal Agency,State of North Carolina,,,,NC,,,,state,,State,Raleigh,(blank)
northdakota.gov,Non-Federal Agency,"State of ND, ITD",,,,ND,,,,state,,State,Bismarck,itsecur@nd.gov
nv.gov,Non-Federal Agency,"State of Nevada, Department of Information Technology",,,,NV,,,,state,,State,Carson City,gsteele@admin.nv.gov
nv529.gov,Non-Federal Agency,Nevada State Treasurer's Office,,,,NV,,,,state,,State,Carson City,rdanderson@nevadatreasurer.gov
nvagomla.gov,Non-Federal Agency,NV Office of the Attorney General,,,,NV,,,,state,,State,Carson City,(blank)
nvcogct.gov,Non-Federal Agency,Naugatuck Valley Council of Governments,,,,CT,,,,state,,State,Waterbury,nvcog@nvcogct.gov
nvcourts.gov,Non-Federal Agency,Supreme Court of Nevada,,,,NV,,,,state,,State,Carson City,gmeyers@nvcourts.nv.gov
nvdps.gov,Non-Federal Agency,Enterprise IT Services Division,,,,NV,,,,state,,State,Carson City,iso@dps.state.nv.us
nvdpspub.gov,Non-Federal Agency,Nevada Department of Public Safety,,,,NV,,,,state,,State,Carson City,gsteele@admin.nv.gov
nvease.gov,Non-Federal Agency,Nevada Secretary of State,,,,NV,,,,state,,State,Carson City,(blank)
nvggms.gov,Non-Federal Agency,Nevada State Treasurer,,,,NV,,,,state,,State,Carson City,rdanderson@nevadatreasurer.gov
nvigate.gov,Non-Federal Agency,Office of the State Treasurer,,,,NV,,,,state,,State,Carson City,rdanderson@nevadatreasurer.gov
nvleg.gov,Non-Federal Agency,Legislative Counsel Bureau,,,,NV,,,,state,,State,Carson City,ops@lcb.state.nv.us
nvprepaid.gov,Non-Federal Agency,Nevada State Treasurer,,,,NV,,,,state,,State,Carson City,rdanderson@nevadatreasurer.gov
nvsexoffenders.gov,Non-Federal Agency,State of Nevada,,,,NV,,,,state,,State,Carson City,t.dorsey@dps.state.nv.us
nvsilverflume.gov,Non-Federal Agency,Nevada Secretary of State,,,,NV,,,,state,,State,Carson City,(blank)
nvsos.gov,Non-Federal Agency,Nevada Secretary of State,,,,NV,,,,state,,State,Carson City,(blank)
ny.gov,Non-Federal Agency,State of New York,,,,NY,,,,state,,State,Albany,(blank)
nyassembly.gov,Non-Federal Agency,New York State Assembly,,,,NY,,,,state,,State,Albany,domains@nysassembly.gov
nycourthelp.gov,Non-Federal Agency,NYS Unified Court System Division of Technology,,,,NY,,,,state,,State,Troy,abuse@nycourts.gov
nycourts.gov,Non-Federal Agency,NYS Unified Court System Division of Technology,,,,NY,,,,state,,State,Troy,abuse@nycourts.gov
nyhousingsearch.gov,Non-Federal Agency,NYS Division of Housing and Community Renewal,,,,NY,,,,state,,State,Albany,(blank)
nyirc.gov,Non-Federal Agency,New York State Assembly,,,,NY,,,,state,,State,Albany,domains@nyassembly.gov
nyjuror.gov,Non-Federal Agency,New York State Unified Court System,,,,NY,,,,state,,State,New York,abuse@nycourts.gov
nylipa.gov,Non-Federal Agency,New York State Assembly,,,,NY,,,,state,,State,Albany,domains@nyassembly.gov
nyprepare.gov,Non-Federal Agency,NYS Office of Homeland Security,,,,NY,,,,state,,State,Albany,(blank)
nysassembly.gov,Non-Federal Agency,New York State Assembly,,,,NY,,,,state,,State,Albany,domains@nyassembly.gov
nysdot.gov,Non-Federal Agency,NYS Department of Transportation,,,,NY,,,,state,,State,Albany,(blank)
nysed.gov,Non-Federal Agency,New York State Education Department,,,,NY,,,,state,,State,Albany,netadm@nysed.gov
nysenate.gov,Non-Federal Agency,State of New York,,,,NY,,,,state,,State,Albany,webadmin@nysenate.gov
nystax.gov,Non-Federal Agency,New York State Department of Taxation and Finance ,,,,NY,,,,state,,State,Albany,(blank)
nyvotes.gov,Non-Federal Agency,New York State Office of Information Technology Services,,,,NY,,,,state,,State,Albany,(blank)
ocfodc.gov,Non-Federal Agency,Office of the Chief Financial Officer,,,,DC,,,,state,,State,Washington,(blank)
ocpr.gov,Non-Federal Agency,Office of the Comptroller of the Commonwealth of Puerto Rico,,,,PR,,,,state,,State,San Juan,jmadera@ocpr.pr.gov
oh.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohio.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohioag.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohioago.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohioagriculture.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
ohioanalytics.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohioattorneygeneral.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohioauditor.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiobmv.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiobusinesscentral.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohiocenterfornursing.gov,Non-Federal Agency,State of Ohio ,,,,OH,,,,state,,State,Columbus,(blank)
ohiocheckbook.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiocourtofclaims.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiocourts.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
ohiodnr.gov,Non-Federal Agency,Ohio Department of Natural Resources,,,,OH,,,,state,,State,Columbus,(blank)
ohiohouse.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiojudicialcenter.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
ohiomeansaccessibility.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiomeansjobs.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiomeanstraining.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiomeansveteransjobs.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohionosmokelaw.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiopmp.gov,Non-Federal Agency,State of Ohio Office of Information Technology,,,,OH,,,,state,,State,Columbus,(blank)
ohiored.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiosecretaryofstate.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohiosenate.gov,Non-Federal Agency,Ohio Legislative Information Systems,,,,OH,,,,state,,State,Columbus,(blank)
ohiosos.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohiostateparks.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohiosupremecourt.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
ohiot21.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohiotobacco21.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
ohiotreasurer.gov,Non-Federal Agency,Ohio Department of Administrative Services OIT SDD ,,,,OH,,,,state,,State,Columbus,(blank)
ohiovet.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohioveteranshome.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
ohiovets.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
ohsos.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.technical@das.ohio.gov
ok.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services  ",,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
okbenefits.gov,Non-Federal Agency,Oklahoma Department of Human Services,,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
okcommerce.gov,Non-Federal Agency,Oklahoma Department of Commerce,,,,OK,,,,state,,State,Oklahoma city,matt.singleton@omes.ok.gov
okdhs.gov,Non-Federal Agency,Oklahoma Department of Human Services,,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
okdrs.gov,Non-Federal Agency,Department of Rehabilitation Services,,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
okelections.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
okhouse.gov,Non-Federal Agency,Legislative Service Bureau,,,,OK,,,,state,,State,Oklahoma City,julia.ngo@oklegislature.gov
oklahoma.gov,Non-Federal Agency," Oklahoma, Office of Management and Enterprise Services  ",,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
oklahomabenefits.gov,Non-Federal Agency,Oklahoma Department of Human Services,,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
oklahomaworks.gov,Non-Federal Agency,Oklahoma Department of Commerce,,,,OK,,,,state,,State,Oklahoma City,(blank)
oklahomaworkstogether.gov,Non-Federal Agency,Oklahoma Department of Commerce,,,,OK,,,,state,,State,Oklahoma City,(blank)
oklegislature.gov,Non-Federal Agency,Legislative Service Bureau,,,,OK,,,,state,,State,Oklahoma City,julia.ngo@oklegislature.gov
okloft.gov,Non-Federal Agency,Oklahoma Legislative Service Bureau,,,,OK,,,,state,,State,Oklahoma City,(blank)
oksenate.gov,Non-Federal Agency,Legislative Service Bureau,,,,OK,,,,state,,State,Oklahoma City,julia.ngo@oklegislature.gov
oktransportation.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
onewyo.gov,Non-Federal Agency,Department of Enterprise Technology Services,,,,WY,,,,state,,State,Cheyenne,ets-security@wyo.gov
open-dc.gov,Non-Federal Agency,Board of Ethics and Government Accountability,,,,DC,,,,state,,State,Washington,kevin.brown@dc.gov
openmyfloridabusiness.gov,Non-Federal Agency,Florida Department of Business and Professional Regulation,,,,FL,,,,state,,State,Tallahassee,DBPRSecurity@myfloridalicense.com
openwalletfl.gov,Non-Federal Agency,Florida Department of Financial Services,,,,FL,,,,state,,State,Tallahassee,Clint.Morrow@myfloridacfo.com
openwalletflorida.gov,Non-Federal Agency,Florida Department of Financial Services,,,,FL,,,,state,,State,Tallahassee,Clint.Morrow@myfloridacfo.com
opportunitylouisiana.gov,Non-Federal Agency,Louisiana Economic Development,,,,LA,,,,state,,State,Baton Rouge,infosecteam@la.gov
or-medicaid.gov,Non-Federal Agency,State of Oregon,,,,OR,,,,state,,State,Salem,(blank)
or.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
oralert.gov,Non-Federal Agency,State of Oregon,,,,OR,,,,state,,State,Salem,(blank)
orangebeachal.gov,Non-Federal Agency,City of Orange Beach,,,,AL,,,,state,,State,Orange Beach,itsupport@orangebeachal.gov
oregon.gov,Non-Federal Agency,State of Oregon,,,,OR,,,,state,,State,Salem,(blank)
oregonattorneygeneral.gov,Non-Federal Agency,Oregon Department of Justice,,,,OR,,,,state,,State,Salem,(blank)
oregonatv.gov,Non-Federal Agency,Oregon Parks & Recreation Department,,,,OR,,,,state,,State,Salem,OPRD.IT_ArchitectureTeam@oprd.oregon.gov
oregonbenefitsonline.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
oregonbuys.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
oregonchildsupport.gov,Non-Federal Agency,Oregon Department of Justice,,,,OR,,,,state,,State,Salem,(blank)
oregonconsumer.gov,Non-Federal Agency,Oregon State Data Center ETS,,,,OR,,,,state,,State,Salem,(blank)
oregoncoop.gov,Non-Federal Agency,Oregon Department of Administrative Services,,,,OR,,,,state,,State,Salem,(blank)
oregonhealthcare.gov,Non-Federal Agency,Enterprise Technology Services,,,,OR,,,,state,,State,Salem,(blank)
oregonlegislature.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
oregonmetro.gov,Non-Federal Agency,Metro,,,,OR,,,,state,,State,Portland,(blank)
oregonsaves.gov,Non-Federal Agency,State of Oregon,,,,OR,,,,state,,State,Salem,(blank)
oregonstudentaid.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
oregonvotes.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
orhealthcare.gov,Non-Federal Agency,Enterprise Technology Services,,,,OR,,,,state,,State,Salem,(blank)
ourindiana.gov,Non-Federal Agency,State of Indiana,,,,IN,,,,state,,State,Indianapolis,iotoperationalsecurity@iot.in.gov
outdoornebraska.gov,Non-Federal Agency,State of Nebraska,,,,NE,,,,state,,State,Lincoln,(blank)
pa.gov,Non-Federal Agency,Commonwealth of Pennsylvania,,,,PA,,,,state,,State,Harrisburg,RA-ENDOMAINSECURITY@pa.gov
pa529.gov,Non-Federal Agency,PA Treasury,,,,PA,,,,state,,State,Harrisburg,itsecurity@patreasury.gov
pa529able.gov,Non-Federal Agency,PA Treasury,,,,PA,,,,state,,State,Harrisburg,itsecurity@patreasury.gov
paable.gov,Non-Federal Agency,PA Treasury,,,,PA,,,,state,,State,Harrisburg,itsecurity@patreasury.gov
paauditor.gov,Non-Federal Agency,Pennsylvania Department of the Auditor General,,,,PA,,,,state,,State,Harrisburg,OITadmin@paauditor.gov
pacodeandbulletin.gov,Non-Federal Agency,Legislative Reference Bureau,,,,PA,,,,state,,State,Harris,mmillan@palrb.us
padillabay.gov,Non-Federal Agency,Padilla Bay National Estuarine Research Reserve,,,,WA,,,,state,,State,MOUNT VERNON,ecydlitsosecurity@ecy.wa.gov
pahouse.gov,Non-Federal Agency,Pennsylvania Legislative Data Processing Center,,,,PA,,,,state,,State,Harrisburg,(blank)
painvest.gov,Non-Federal Agency,Pennsylvania Treasury,,,,PA,,,,state,,State,Harrisburg,itsecurity@patreasury.gov
pakeystonesaves.gov,Non-Federal Agency,PA Treasury,,,,PA,,,,state,,State,Harrisburg,(blank)
pakeystonescholars.gov,Non-Federal Agency,PA Treasury,,,,PA,,,,state,,State,Harrisburg,itsecurity@patreasury.gov
palrb.gov,Non-Federal Agency,Legislative Reference Bureau,,,,PA,,,,state,,State,Harrisburg,mmillan@palrb.us
partnersforhealthtn.gov,Non-Federal Agency,State of Tennessee,,,,TN,,,,state,,State,Nashville,Cyber.Security@tn.gov
pasen.gov,Non-Federal Agency,Senate of Pennsylvania,,,,PA,,,,state,,State,Harrisburg,domains@legis.state.pa.us
pasenate.gov,Non-Federal Agency,Senate of Pennsylvania,,,,PA,,,,state,,State,Harrisburg,kkwon@legis.state.pa.us
patreasury.gov,Non-Federal Agency,Pennsylvania Treasury,,,,PA,,,,state,,State,Harrisburg,ITSecurity@patreasury.gov
penndot.gov,Non-Federal Agency,PA Department of Transportation,,,,PA,,,,state,,State,Harrisburg,wiott@pa.gov
pennsylvania.gov,Non-Federal Agency,Commonwealth of Pennsylvania,,,,PA,,,,state,,State,Harrisburg,RA-ENDOMAINSECURITY@pa.gov
pinalcourtsaz.gov,Non-Federal Agency,Pinal County Superior Court,,,,AZ,,,,state,,State,Florence,PinalITD@courts.az.gov
plymouthrockwi.gov,Non-Federal Agency,Town of Plymouth,,,,WI,,,,state,,State,Orfordville,chair@townofplymouthwi.com
police4tn.gov,Non-Federal Agency,State of Tennessee,,,,TN,,,,state,,State,Nashville,cyber.Security@tn.gov
ppa-or.gov,Non-Federal Agency,Oregon State Data Center,,,,OR,,,,state,,State,Salem,(blank)
pr.gov,Non-Federal Agency,Puerto Rico Innovation and Technology Service,,,,PR,,,,state,,State,San Juan,jroman@prits.pr.gov
preventhaiaz.gov,Non-Federal Agency,Arizona Department of Health Services,,,,AZ,,,,state,,State,Phoenix,(blank)
promesa.gov,Non-Federal Agency,Financial Oversight and Management Board for Puerto Rico,,,,Puerto Rico,,,,state,,State,San Juan,support@promesa.gov
protectingfloridatogether.gov,Non-Federal Agency,FL DEP,,,,FL,,,,state,,State,Tallahassee,depwebmaster@dep.state.fl.us
protectingfltogether.gov,Non-Federal Agency,FL DEP,,,,FL,,,,state,,State,Tallahassee,depwebmaster@dep.state.fl.us
protectkidsonlinewi.gov,Non-Federal Agency,Wisconsin Department of Justice,,,,WI,,,,state,,State,Madison,bcssecteam@doj.state.wi.us
psncuc.gov,Non-Federal Agency,Public Staff - North Carolina Utilities Commission ,,,,NC,,,,state,,State,Raleigh,it.staff@psncuc.nc.gov
psprsaz.gov,Non-Federal Agency,PSPRS,,,,AZ,,,,state,,State,Phoenix,notification@psprs.com
purchasetncrash.gov,Non-Federal Agency,State of Tennessee,,,,TN,,,,state,,State,Nashville,Cyber.Security@tn.gov
qaazdhs.gov,Non-Federal Agency,Arizona Department of Health Services,,,,AZ,,,,state,,State,Phoenix,(blank)
qualityfirstaz.gov,Non-Federal Agency,"State of Arizona, Department of Administration",,,,AZ,,,,state,,State,Phoenix,Edward.Jewell@AZDCS.GOV
reachnj.gov,Non-Federal Agency,NJ Office of Information Technology,,,,NJ,,,,state,,State,Trenton,(blank)
readyalabama.gov,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,,,,AL,,,,state,,State,Montgomery,(blank)
readycolorado.gov,Non-Federal Agency,Governor's Office of Information Technologies,,,,CO,,,,state,,State,Denver,isoc@state.co.us
readync.gov,Non-Federal Agency,North Carolina Emergency Management,,,,NC,,,,state,,State,Raleigh,DITPSInformationSecurity@ncdps.gov
readynh.gov,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",,,,NH,,,,state,,State,Concord,nh-cic@doit.nh.gov
readyvirginia.gov,Non-Federal Agency,Virginia Department of Emergency Management,,,,VA,,,,state,,State,Richmond,(blank)
rebuildflorida.gov,Non-Federal Agency,DEO,,,,FL,,,,state,,State,Tallahassee,infosec@deo.myflorida.com
recoveryohio.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
recycleohio.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
reemployks.gov,Non-Federal Agency,Kansas Department of Commerce,,,,KS,,,,state,,State,TOPEKA,mark.abraham@ks.gov
registertovoteflorida.gov,Non-Federal Agency,Florida Department of State,,,,FL,,,,state,,State,Tallahassee,Security@dos.myflorida.com
registertovotenv.gov,Non-Federal Agency,Nevada Secretary of State,,,,NV,,,,state,,State,Carson City,jgruver@sos.nv.gov
reportittn.gov,Non-Federal Agency,Office for Information Resources,,,,TN,,,,state,,State,Nashville,Cyber.Security@tn.gov
resilientlouisianacommission.gov,Non-Federal Agency,Louisiana Economic Development,,,,LA,,,,state,,State,Baton Rouge,infosecteam@la.gov
retirereadytn.gov,Non-Federal Agency,Office for Information Resources,,,,TN,,,,state,,State,Nashville,Cyber.Security@tn.gov
rhhd.gov,Non-Federal Agency,Richmond and Henrico Health Districts ,,,,VA,,,,state,,State,Richmond,Ryan.Goldsberry@vdh.virginia.gov
ri.gov,Non-Federal Agency,State of Rhode Island,,,,RI,,,,state,,State,Providence,(blank)
ridesharewi.gov,Non-Federal Agency,Wisconsin Department of Transportation,,,,WI,,,,state,,State,Madison,dotcomputersecurity@dot.wi.gov
ridesharewisconsin.gov,Non-Federal Agency,Wisconsin Department of Transportation,,,,WI,,,,state,,State,Madison,dotcomputersecurity@dot.wi.gov
rie911.gov,Non-Federal Agency,Rhode Island E911,,,,RI,,,,state,,State,North Scituate,jonathan.barrette@risp.gov
rilegislature.gov,Non-Federal Agency,"RI State House, Joint Committee on Legislative Services",,,,RI,,,,state,,State,Providence,pwood@rilegislature.gov
rioag.gov,Non-Federal Agency,Office of the Auditor General,,,,RI,,,,state,,State,Providence,pwood@rilegislature.gov
ripsga.gov,Non-Federal Agency,Rhode Island State Police,,,,RI,,,,state,,State,North Scituate,(blank)
risecstate.gov,Non-Federal Agency,RI Department of State,,,,RI,,,,state,,State,Providence,(blank)
risheriffs.gov,Non-Federal Agency,Department of Public Safety,,,,RI,,,,state,,State,North Scituate,jonathan.barrette@risp.gov
risp.gov,Non-Federal Agency,Rhode Island State Police,,,,RI,,,,state,,State,North Scituate,chris.kayrouz@risp.gov
rsa-al.gov,Non-Federal Agency,Retirement System of Alabama,,,,AL,,,,state,,State,Montgomery,securityops@rsa-al.gov
rulewatchohio.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
safeandsoundiowa.gov,Non-Federal Agency,State of Iowa - OCIO,,,,IA,,,,state,,State,Des Moines,soc@iowa.gov
safeathomeohio.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,domain.manager@das.ohio.gov
safeathomewi.gov,Non-Federal Agency,Wisconsin Department of Justice,,,,WI,,,,state,,State,Madison,bcssecteam@doj.state.wi.us
safehomealabama.gov,Non-Federal Agency,State of Alabama - Unified Judicial System,,,,AL,,,,state,,State,Montgomery,Robert.barclay@alacourt.gov
safemt.gov,Non-Federal Agency,Montana State Fund,,,,MT,,,,state,,State,Helena,stfitsecurity@mt.gov
safesd.gov,Non-Federal Agency,State of South Dakota - BIT,,,,SD,,,,state,,State,Pierre,soc@state.sd.gov
safestayok.gov,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",,,,OK,,,,state,,State,Oklahoma City,cybercommand@omes.ok.gov
safetyworksmaine.gov,Non-Federal Agency,Maine Department of Labor,,,,ME,,,,state,,State,Augusta,DotGov-Domain-Security.MaineIT@maine.gov
saomt.gov,Non-Federal Agency,"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor",,,,MT,,,,state,,State,Helena,csi.it@mt.gov
save4lateriowa.gov,Non-Federal Agency,State of Iowa - OCIO,,,,IA,,,,state,,State,Des Moines,(blank)
saveourhomeaz.gov,Non-Federal Agency,Arizona Department of Housing,,,,AZ,,,,state,,State,Phoenix,(blank)
savethedreamohio.gov,Non-Federal Agency,State of Ohio,,,,OH,,,,state,,State,Columbus,(blank)
sc.gov,Non-Federal Agency,"State of South Carolina-The South Carolina Department of Administration, Chief Information Officer",,,,SC,,,,state,,State,Columbia,soc@admin.sc.gov
scag.gov,Non-Federal Agency,South Carolina Office of the Attorney General,,,,SC,,,,state,,State,Columbia,(blank)
scconsumer.gov,Non-Federal Agency,State of South Carolina Department of Consumer Affairs,,,,SC,,,,state,,State,Columbia,(blank)
scdew.gov,Non-Federal Agency,SC Dept. of Employment and Workforce,,,,SC,,,,state,,State,Columbia,tsadmins@dew.sc.gov
scdhec.gov,Non-Federal Agency,SC DHEC,,,,SC,,,,state,,State,Columbia,SOC@dhec.sc.gov
scdhhs.gov,Non-Federal Agency,SC Department of Health and Human Services,,,,SC,,,,state,,State,Columbia,davisr@scdhhs.gov
scdps.gov,Non-Federal Agency,South Carolina Department of Public Safety,,,,SC,,,,state,,State,Blythewood,(blank)
scelectionnet.gov,Non-Federal Agency,South Carolina State Election Commission,,,,SC,,,,state,,State,Columbia,bleach@elections.sc.gov
scfc.gov,Non-Federal Agency,South Carolina Forestry Commission,,,,SC,,,,state,,State,Columbia,(blank)
schouse.gov,Non-Federal Agency,Legislative Printing,,,,SC,,,,state,,State,Columbia,bruceellsworth@scstatehouse.gov
scmedicaid.gov,Non-Federal Agency,SC Dept of Health and Human Services,,,,SC,,,,state,,State,Columbia,davisr@scdhhs.gov
scohio.gov,Non-Federal Agency,"State of Ohio, Office of IT",,,,OH,,,,state,,State,Columbus,(blank)
scsenate.gov,Non-Federal Agency,Legislative Printing,,,,SC,,,,state,,State,Columbia,bruceellsworth@scstatehouse.gov
scserv.gov,Non-Federal Agency,SC DHEC,,,,SC,,,,state,,State,Columbia,SOC@dhec.sc.gov
